1727,3596,1785,3596,1785,3648,1727,3648
1128,3601,1202,3601,1202,3648,1128,3648
1485,3601,1580,3601,1580,3648,1485,3648
1580,3601,1643,3601,1643,3643,1580,3643
1648,3601,1727,3601,1727,3654,1648,3654
1785,3601,1863,3601,1863,3648,1785,3648
1869,3601,1968,3601,1968,3648,1869,3648
1281,3643,1333,3643,1333,3690,1281,3690
1207,3654,1281,3654,1281,3690,1207,3690
1338,3648,1428,3648,1428,3696,1338,3696
1428,3648,1527,3648,1527,3696,1428,3696
1533,3648,1779,3648,1779,3696,1533,3696
1428,3948,1569,3948,1569,3984,1428,3984
1202,3995,1286,3995,1286,4026,1202,4026
1475,3995,1543,3995,1543,4026,1475,4026
1065,4000,1128,4000,1128,4026,1065,4026
1134,4000,1197,4000,1197,4026,1134,4026
1291,4000,1333,4000,1333,4026,1291,4026
1338,4000,1412,4000,1412,4026,1338,4026
1417,4000,1464,4000,1464,4021,1417,4021
1548,4000,1643,4000,1643,4026,1548,4026
1648,4000,1732,4000,1732,4026,1648,4026
1737,4000,1937,4000,1937,4026,1737,4026
